Date,Open,High,Low,Close,Volume
7-Oct-09,5.54,5.69,5.52,5.67,1231510
6-Oct-09,5.48,5.61,5.32,5.53,1404495
5-Oct-09,5.19,5.39,5.08,5.31,1438740
2-Oct-09,4.96,5.23,4.91,5.15,965785
1-Oct-09,5.20,5.42,5.06,5.12,1108975
30-Sep-09,5.38,5.49,5.19,5.28,645342
29-Sep-09,5.27,5.48,5.23,5.31,843393
28-Sep-09,5.01,5.25,4.91,5.25,700006
25-Sep-09,4.88,5.16,4.85,4.99,809258
24-Sep-09,5.28,5.31,4.71,4.92,1301345
23-Sep-09,5.42,5.42,5.25,5.26,623385
22-Sep-09,5.11,5.36,5.06,5.32,840100
21-Sep-09,5.16,5.16,4.96,5.06,861956
18-Sep-09,5.26,5.34,4.92,5.19,967033
17-Sep-09,5.35,5.51,5.06,5.26,1014851
16-Sep-09,5.35,5.42,5.25,5.40,1164798
15-Sep-09,5.45,5.47,5.22,5.33,1174210
14-Sep-09,5.19,5.46,5.12,5.38,1500334
11-Sep-09,5.00,5.20,4.95,5.17,1479500
10-Sep-09,4.70,5.05,4.62,5.00,1788805
9-Sep-09,4.74,4.80,4.57,4.68,859185
8-Sep-09,4.59,4.70,4.50,4.66,879079
4-Sep-09,4.49,4.63,4.46,4.51,899327
3-Sep-09,4.80,4.82,4.43,4.51,1217512
2-Sep-09,4.07,4.74,4.07,4.60,1941353
1-Sep-09,4.21,4.50,4.00,4.16,1311411
31-Aug-09,4.39,4.43,3.98,4.36,1869822
28-Aug-09,4.76,4.81,4.51,4.53,836291
27-Aug-09,4.80,4.88,4.31,4.68,2223354
26-Aug-09,5.07,5.07,4.71,4.95,1783017
25-Aug-09,5.06,5.20,4.74,5.09,2089348
24-Aug-09,4.61,5.19,4.61,4.88,3183359
21-Aug-09,4.34,4.79,4.34,4.53,2639248
20-Aug-09,3.68,4.20,3.62,4.12,3942916
19-Aug-09,3.51,3.78,3.36,3.62,1252134
18-Aug-09,3.25,3.85,3.20,3.64,2562015
17-Aug-09,2.73,3.27,2.50,3.25,1935452
14-Aug-09,3.34,3.39,3.14,3.27,1420955
13-Aug-09,3.30,3.47,3.10,3.40,1202926
12-Aug-09,2.86,3.37,2.86,3.26,2083868
10-Aug-09,2.49,2.77,2.49,2.72,921419
7-Aug-09,2.52,2.60,2.50,2.52,1589304
6-Aug-09,2.74,2.75,2.39,2.50,889585
5-Aug-09,2.93,2.93,2.25,2.59,1630034
4-Aug-09,2.55,2.73,2.42,2.67,844087
3-Aug-09,2.40,2.63,2.39,2.52,1131047
31-Jul-09,2.33,2.45,2.23,2.38,1048521
30-Jul-09,2.00,2.34,1.85,2.29,1947619
29-Jul-09,1.91,2.00,1.91,1.98,161375
28-Jul-09,1.95,1.98,1.90,1.96,225891
27-Jul-09,1.99,2.02,1.79,1.97,500218
24-Jul-09,1.97,2.01,1.94,1.99,203816
23-Jul-09,2.00,2.05,1.98,2.03,294007
22-Jul-09,1.94,1.99,1.90,1.98,227103
21-Jul-09,2.03,2.04,1.87,1.91,352867
20-Jul-09,1.94,2.00,1.91,1.96,280513
17-Jul-09,1.90,1.93,1.81,1.85,297142
16-Jul-09,1.91,1.94,1.83,1.84,244106
15-Jul-09,1.84,2.05,1.84,1.92,618827
14-Jul-09,1.54,1.82,1.50,1.81,597799
13-Jul-09,1.40,1.47,1.40,1.47,300894
10-Jul-09,1.45,1.45,1.31,1.43,309020
9-Jul-09,1.44,1.50,1.39,1.41,707724
8-Jul-09,1.50,1.55,1.38,1.43,716857
7-Jul-09,1.60,1.60,1.53,1.53,369253
6-Jul-09,1.65,1.67,1.53,1.62,583649
3-Jul-09,1.69,1.69,1.69,1.69,0
2-Jul-09,1.68,1.74,1.67,1.69,292243
1-Jul-09,1.74,1.76,1.68,1.75,235940
30-Jun-09,1.75,1.75,1.66,1.72,180482
29-Jun-09,1.76,1.80,1.68,1.70,550300
